scene_number,path,rotationSpeed,stop_angle,pause_time,volume_start,volume_poured,volume_received,spilled_volume
1222,../../output/MediumBottle/Medium_110_200_86,0.03,86.0,0.2,109.978,60.5475,58.495,2.0525
1223,../../output/MediumBottle/Medium_110_200_88,0.03,88.0,0.2,109.978,70.2375,65.4825,4.755
1224,../../output/MediumBottle/Medium_110_200_90,0.03,90.0,0.2,109.978,78.7,73.5525,5.1475
1225,../../output/MediumBottle/Medium_110_600_20,0.03,20.0,0.6,109.978,0.0025,0.0025,0.0
1226,../../output/MediumBottle/Medium_110_600_22,0.03,22.0,0.6,109.978,0.0075,0.0075,0.0
1227,../../output/MediumBottle/Medium_110_600_24,0.03,24.0,0.6,109.978,0.005,0.005,0.0
1228,../../output/MediumBottle/Medium_110_600_26,0.03,26.0,0.6,109.978,0.0,0.0,0.0
1229,../../output/MediumBottle/Medium_110_600_28,0.03,28.0,0.6,109.978,0.0,0.0,0.0
1230,../../output/MediumBottle/Medium_110_600_30,0.03,30.0,0.6,109.978,0.005,0.0025,0.0025
1231,../../output/MediumBottle/Medium_110_600_32,0.03,32.0,0.6,109.978,0.01,0.0075,0.0025
1232,../../output/MediumBottle/Medium_110_600_34,0.03,34.0,0.6,109.978,0.0025,0.0,0.0025
1233,../../output/MediumBottle/Medium_110_600_36,0.03,36.0,0.6,109.978,0.0025,0.0,0.0025
1234,../../output/MediumBottle/Medium_110_600_38,0.03,38.0,0.6,109.978,0.005,0.0025,0.0025
1235,../../output/MediumBottle/Medium_110_600_40,0.03,40.0,0.6,109.978,0.0025,0.0,0.0025
1236,../../output/MediumBottle/Medium_110_600_42,0.03,42.0,0.6,109.978,0.0075,0.005,0.0025
1237,../../output/MediumBottle/Medium_110_600_44,0.03,44.0,0.6,109.978,0.0025,0.0,0.0025
1238,../../output/MediumBottle/Medium_110_600_46,0.03,46.0,0.6,109.978,0.005,0.0025,0.0025
1239,../../output/MediumBottle/Medium_110_600_48,0.03,48.0,0.6,109.978,0.0075,0.0025,0.005
1240,../../output/MediumBottle/Medium_110_600_50,0.03,50.0,0.6,109.978,0.0025,0.0,0.0025
1241,../../output/MediumBottle/Medium_110_600_52,0.03,52.0,0.6,109.978,0.01,0.005,0.005
1242,../../output/MediumBottle/Medium_110_600_54,0.03,54.0,0.6,109.978,0.0025,0.0,0.0025
1243,../../output/MediumBottle/Medium_110_600_56,0.03,56.0,0.6,109.978,0.0025,0.0,0.0025
1244,../../output/MediumBottle/Medium_110_600_58,0.03,58.0,0.6,109.978,0.0125,0.0,0.0125
1245,../../output/MediumBottle/Medium_110_600_60,0.03,60.0,0.6,109.978,0.01,0.0075,0.0025
1246,../../output/MediumBottle/Medium_110_600_62,0.03,62.0,0.6,109.978,0.015,0.01,0.005
1247,../../output/MediumBottle/Medium_110_600_64,0.03,64.0,0.6,109.978,0.02,0.005,0.015
1248,../../output/MediumBottle/Medium_110_600_66,0.03,66.0,0.6,109.978,0.0525,0.0375,0.015
1249,../../output/MediumBottle/Medium_110_600_68,0.03,68.0,0.6,109.978,0.4775,0.4675,0.01
1250,../../output/MediumBottle/Medium_110_600_70,0.03,70.0,0.6,109.978,1.8875,1.865,0.0225
1251,../../output/MediumBottle/Medium_110_600_72,0.03,72.0,0.6,109.978,4.94,4.9175,0.0225
1252,../../output/MediumBottle/Medium_110_600_74,0.03,74.0,0.6,109.978,9.805,9.7825,0.0225
1253,../../output/MediumBottle/Medium_110_600_76,0.03,76.0,0.6,109.978,16.3,16.275,0.025
1254,../../output/MediumBottle/Medium_110_600_78,0.03,78.0,0.6,109.978,24.2175,24.1875,0.03
1255,../../output/MediumBottle/Medium_110_600_80,0.03,80.0,0.6,109.978,33.04,32.9775,0.0625
1256,../../output/MediumBottle/Medium_110_600_82,0.03,82.0,0.6,109.978,42.47,42.2025,0.2675
1257,../../output/MediumBottle/Medium_110_600_84,0.03,84.0,0.6,109.978,52.14,51.84,0.3
1258,../../output/MediumBottle/Medium_110_600_86,0.03,86.0,0.6,109.978,62.09,59.475,2.615
1259,../../output/MediumBottle/Medium_110_600_88,0.03,88.0,0.6,109.978,71.6475,66.35,5.2975
1260,../../output/MediumBottle/Medium_110_600_90,0.03,90.0,0.6,109.978,79.9775,73.9625,6.015
1261,../../output/MediumBottle/Medium_120_1000_20,0.03,20.0,1.0,119.965,0.0025,0.0025,0.0
1262,../../output/MediumBottle/Medium_120_1000_22,0.03,22.0,1.0,119.965,0.0,0.0,0.0
1263,../../output/MediumBottle/Medium_120_1000_24,0.03,24.0,1.0,119.965,0.0,0.0,0.0
1264,../../output/MediumBottle/Medium_120_1000_26,0.03,26.0,1.0,119.965,0.0,0.0,0.0
1265,../../output/MediumBottle/Medium_120_1000_28,0.03,28.0,1.0,119.965,0.0,0.0,0.0
1266,../../output/MediumBottle/Medium_120_1000_30,0.03,30.0,1.0,119.965,0.0025,0.0,0.0025
1267,../../output/MediumBottle/Medium_120_1000_32,0.03,32.0,1.0,119.965,0.0,0.0,0.0
1268,../../output/MediumBottle/Medium_120_1000_34,0.03,34.0,1.0,119.965,0.0025,0.0,0.0025
1269,../../output/MediumBottle/Medium_120_1000_36,0.03,36.0,1.0,119.965,0.0,0.0,0.0
1270,../../output/MediumBottle/Medium_120_1000_38,0.03,38.0,1.0,119.965,0.0,0.0,0.0
1271,../../output/MediumBottle/Medium_120_1000_40,0.03,40.0,1.0,119.965,0.0,0.0,0.0
1272,../../output/MediumBottle/Medium_120_1000_42,0.03,42.0,1.0,119.965,0.0,0.0,0.0
1273,../../output/MediumBottle/Medium_120_1000_44,0.03,44.0,1.0,119.965,0.005,0.0,0.005
1274,../../output/MediumBottle/Medium_120_1000_46,0.03,46.0,1.0,119.965,0.005,0.005,0.0
1275,../../output/MediumBottle/Medium_120_1000_48,0.03,48.0,1.0,119.965,0.005,0.005,0.0
1276,../../output/MediumBottle/Medium_120_1000_50,0.03,50.0,1.0,119.965,0.0025,0.0,0.0025
1277,../../output/MediumBottle/Medium_120_1000_52,0.03,52.0,1.0,119.965,0.0025,0.0025,0.0
1278,../../output/MediumBottle/Medium_120_1000_54,0.03,54.0,1.0,119.965,0.0,0.0,0.0
1279,../../output/MediumBottle/Medium_120_1000_56,0.03,56.0,1.0,119.965,0.0075,0.0,0.0075
1280,../../output/MediumBottle/Medium_120_1000_58,0.03,58.0,1.0,119.965,0.0125,0.0,0.0125
1281,../../output/MediumBottle/Medium_120_1000_60,0.03,60.0,1.0,119.965,0.0125,0.0025,0.01
1282,../../output/MediumBottle/Medium_120_1000_62,0.03,62.0,1.0,119.965,0.015,0.005,0.01
1283,../../output/MediumBottle/Medium_120_1000_64,0.03,64.0,1.0,119.965,0.0275,0.0125,0.015
1284,../../output/MediumBottle/Medium_120_1000_66,0.03,66.0,1.0,119.965,0.325,0.3125,0.0125
1285,../../output/MediumBottle/Medium_120_1000_68,0.03,68.0,1.0,119.965,1.6125,1.6025,0.01
1286,../../output/MediumBottle/Medium_120_1000_70,0.03,70.0,1.0,119.965,4.51,4.4925,0.0175
1287,../../output/MediumBottle/Medium_120_1000_72,0.03,72.0,1.0,119.965,9.36,9.335,0.025
1288,../../output/MediumBottle/Medium_120_1000_74,0.03,74.0,1.0,119.965,15.8975,15.8675,0.03
1289,../../output/MediumBottle/Medium_120_1000_76,0.03,76.0,1.0,119.965,23.65,23.62,0.03
1290,../../output/MediumBottle/Medium_120_1000_78,0.03,78.0,1.0,119.965,32.6275,32.565,0.0625
1291,../../output/MediumBottle/Medium_120_1000_80,0.03,80.0,1.0,119.965,42.28,42.0625,0.2175
1292,../../output/MediumBottle/Medium_120_1000_82,0.03,82.0,1.0,119.965,52.3625,52.0975,0.265
1293,../../output/MediumBottle/Medium_120_1000_84,0.03,84.0,1.0,119.965,62.4775,60.2975,2.18
1294,../../output/MediumBottle/Medium_120_1000_86,0.03,86.0,1.0,119.965,72.78,68.15,4.63
1295,../../output/MediumBottle/Medium_120_1000_88,0.03,88.0,1.0,119.965,82.5425,74.97,7.5725
1296,../../output/MediumBottle/Medium_120_1000_90,0.03,90.0,1.0,119.965,90.8575,83.495,7.3625
1297,../../output/MediumBottle/Medium_120_1399_20,0.03,20.0,1.4,119.965,0.0025,0.0025,0.0
1298,../../output/MediumBottle/Medium_120_1399_22,0.03,22.0,1.4,119.965,0.0,0.0,0.0
1299,../../output/MediumBottle/Medium_120_1399_24,0.03,24.0,1.4,119.965,0.0025,0.0025,0.0
1300,../../output/MediumBottle/Medium_120_1399_26,0.03,26.0,1.4,119.965,0.0025,0.0025,0.0
1301,../../output/MediumBottle/Medium_120_1399_28,0.03,28.0,1.4,119.965,0.0025,0.0,0.0025
1302,../../output/MediumBottle/Medium_120_1399_30,0.03,30.0,1.4,119.965,0.0025,0.0025,0.0
1303,../../output/MediumBottle/Medium_120_1399_32,0.03,32.0,1.4,119.965,0.0025,0.0,0.0025
1304,../../output/MediumBottle/Medium_120_1399_34,0.03,34.0,1.4,119.965,0.0,0.0,0.0
1305,../../output/MediumBottle/Medium_120_1399_36,0.03,36.0,1.4,119.965,0.005,0.005,0.0
1306,../../output/MediumBottle/Medium_120_1399_38,0.03,38.0,1.4,119.965,0.0,0.0,0.0
1307,../../output/MediumBottle/Medium_120_1399_40,0.03,40.0,1.4,119.965,0.0,0.0,0.0
1308,../../output/MediumBottle/Medium_120_1399_42,0.03,42.0,1.4,119.965,0.0025,0.0025,0.0
1309,../../output/MediumBottle/Medium_120_1399_44,0.03,44.0,1.4,119.965,0.005,0.0,0.005
1310,../../output/MediumBottle/Medium_120_1399_46,0.03,46.0,1.4,119.965,0.005,0.005,0.0
1311,../../output/MediumBottle/Medium_120_1399_48,0.03,48.0,1.4,119.965,0.0,0.0,0.0
1312,../../output/MediumBottle/Medium_120_1399_50,0.03,50.0,1.4,119.965,0.005,0.0025,0.0025
1313,../../output/MediumBottle/Medium_120_1399_52,0.03,52.0,1.4,119.965,0.0025,0.0,0.0025
1314,../../output/MediumBottle/Medium_120_1399_54,0.03,54.0,1.4,119.965,0.0025,0.0,0.0025
1315,../../output/MediumBottle/Medium_120_1399_56,0.03,56.0,1.4,119.965,0.0025,0.0,0.0025
1316,../../output/MediumBottle/Medium_120_1399_58,0.03,58.0,1.4,119.965,0.01,0.0,0.01
1317,../../output/MediumBottle/Medium_120_1399_60,0.03,60.0,1.4,119.965,0.015,0.0025,0.0125
1318,../../output/MediumBottle/Medium_120_1399_62,0.03,62.0,1.4,119.965,0.0175,0.0025,0.015
1319,../../output/MediumBottle/Medium_120_1399_64,0.03,64.0,1.4,119.965,0.035,0.0125,0.0225
1320,../../output/MediumBottle/Medium_120_1399_66,0.03,66.0,1.4,119.965,0.3625,0.335,0.0275
1321,../../output/MediumBottle/Medium_120_1399_68,0.03,68.0,1.4,119.965,1.81,1.78,0.03
1322,../../output/MediumBottle/Medium_120_1399_70,0.03,70.0,1.4,119.965,4.89,4.865,0.025
1323,../../output/MediumBottle/Medium_120_1399_72,0.03,72.0,1.4,119.965,9.965,9.9425,0.0225
1324,../../output/MediumBottle/Medium_120_1399_74,0.03,74.0,1.4,119.965,16.7725,16.7425,0.03
1325,../../output/MediumBottle/Medium_120_1399_76,0.03,76.0,1.4,119.965,24.735,24.6925,0.0425
1326,../../output/MediumBottle/Medium_120_1399_78,0.03,78.0,1.4,119.965,33.8475,33.7575,0.09
1327,../../output/MediumBottle/Medium_120_1399_80,0.03,80.0,1.4,119.965,43.5975,43.3275,0.27
1328,../../output/MediumBottle/Medium_120_1399_82,0.03,82.0,1.4,119.965,53.745,53.1975,0.5475
1329,../../output/MediumBottle/Medium_120_1399_84,0.03,84.0,1.4,119.965,63.8875,61.7375,2.15
1330,../../output/MediumBottle/Medium_120_1399_86,0.03,86.0,1.4,119.965,74.1575,69.565,4.5925
1331,../../output/MediumBottle/Medium_120_1399_88,0.03,88.0,1.4,119.965,83.8425,76.91,6.9325
1332,../../output/MediumBottle/Medium_120_1399_90,0.03,90.0,1.4,119.965,91.895,83.91,7.985
1333,../../output/MediumBottle/Medium_120_1799_20,0.03,20.0,1.8,119.965,0.0025,0.0,0.0025
1334,../../output/MediumBottle/Medium_120_1799_22,0.03,22.0,1.8,119.965,0.0,0.0,0.0
1335,../../output/MediumBottle/Medium_120_1799_24,0.03,24.0,1.8,119.965,0.0025,0.0025,0.0
1336,../../output/MediumBottle/Medium_120_1799_26,0.03,26.0,1.8,119.965,0.0,0.0,0.0
1337,../../output/MediumBottle/Medium_120_1799_28,0.03,28.0,1.8,119.965,0.0075,0.0025,0.005
1338,../../output/MediumBottle/Medium_120_1799_30,0.03,30.0,1.8,119.965,0.0025,0.0025,0.0
1339,../../output/MediumBottle/Medium_120_1799_32,0.03,32.0,1.8,119.965,0.0,0.0,0.0
1340,../../output/MediumBottle/Medium_120_1799_34,0.03,34.0,1.8,119.965,0.0,0.0,0.0
1341,../../output/MediumBottle/Medium_120_1799_36,0.03,36.0,1.8,119.965,0.0,0.0,0.0
1342,../../output/MediumBottle/Medium_120_1799_38,0.03,38.0,1.8,119.965,0.0,0.0,0.0
1343,../../output/MediumBottle/Medium_120_1799_40,0.03,40.0,1.8,119.965,0.005,0.0,0.005
1344,../../output/MediumBottle/Medium_120_1799_42,0.03,42.0,1.8,119.965,0.0,0.0,0.0
1345,../../output/MediumBottle/Medium_120_1799_44,0.03,44.0,1.8,119.965,0.005,0.0,0.005
1346,../../output/MediumBottle/Medium_120_1799_46,0.03,46.0,1.8,119.965,0.0,0.0,0.0
1347,../../output/MediumBottle/Medium_120_1799_48,0.03,48.0,1.8,119.965,0.0,0.0,0.0
1348,../../output/MediumBottle/Medium_120_1799_50,0.03,50.0,1.8,119.965,0.005,0.0025,0.0025
1349,../../output/MediumBottle/Medium_120_1799_52,0.03,52.0,1.8,119.965,0.0,0.0,0.0
1350,../../output/MediumBottle/Medium_120_1799_54,0.03,54.0,1.8,119.965,0.0025,0.0025,0.0
1351,../../output/MediumBottle/Medium_120_1799_56,0.03,56.0,1.8,119.965,0.0125,0.0,0.0125
1352,../../output/MediumBottle/Medium_120_1799_58,0.03,58.0,1.8,119.965,0.01,0.0,0.01
1353,../../output/MediumBottle/Medium_120_1799_60,0.03,60.0,1.8,119.965,0.0175,0.005,0.0125
1354,../../output/MediumBottle/Medium_120_1799_62,0.03,62.0,1.8,119.965,0.0275,0.005,0.0225
1355,../../output/MediumBottle/Medium_120_1799_64,0.03,64.0,1.8,119.965,0.0275,0.01,0.0175
1356,../../output/MediumBottle/Medium_120_1799_66,0.03,66.0,1.8,119.965,0.3625,0.3475,0.015
1357,../../output/MediumBottle/Medium_120_1799_68,0.03,68.0,1.8,119.965,1.915,1.9025,0.0125
1358,../../output/MediumBottle/Medium_120_1799_70,0.03,70.0,1.8,119.965,5.275,5.245,0.03
1359,../../output/MediumBottle/Medium_120_1799_72,0.03,72.0,1.8,119.965,10.615,10.5825,0.0325
1360,../../output/MediumBottle/Medium_120_1799_74,0.03,74.0,1.8,119.965,17.66,17.63,0.03
1361,../../output/MediumBottle/Medium_120_1799_76,0.03,76.0,1.8,119.965,25.735,25.7,0.035
1362,../../output/MediumBottle/Medium_120_1799_78,0.03,78.0,1.8,119.965,35.0375,34.9775,0.06
1363,../../output/MediumBottle/Medium_120_1799_80,0.03,80.0,1.8,119.965,44.875,44.5925,0.2825
1364,../../output/MediumBottle/Medium_120_1799_82,0.03,82.0,1.8,119.965,55.06,54.265,0.795
1365,../../output/MediumBottle/Medium_120_1799_84,0.03,84.0,1.8,119.965,65.23,62.405,2.825
1366,../../output/MediumBottle/Medium_120_1799_86,0.03,86.0,1.8,119.965,75.4875,70.75,4.7375
1367,../../output/MediumBottle/Medium_120_1799_88,0.03,88.0,1.8,119.965,85.0725,77.3375,7.735
1368,../../output/MediumBottle/Medium_120_1799_90,0.03,90.0,1.8,119.965,92.8725,84.665,8.2075
1369,../../output/MediumBottle/Medium_120_200_20,0.03,20.0,0.2,119.965,0.0,0.0,0.0
1370,../../output/MediumBottle/Medium_120_200_22,0.03,22.0,0.2,119.965,0.0,0.0,0.0
1371,../../output/MediumBottle/Medium_120_200_24,0.03,24.0,0.2,119.965,0.0,0.0,0.0
1372,../../output/MediumBottle/Medium_120_200_26,0.03,26.0,0.2,119.965,0.005,0.005,0.0
1373,../../output/MediumBottle/Medium_120_200_28,0.03,28.0,0.2,119.965,0.0,0.0,0.0
1374,../../output/MediumBottle/Medium_120_200_30,0.03,30.0,0.2,119.965,0.0025,0.0025,0.0
1375,../../output/MediumBottle/Medium_120_200_32,0.03,32.0,0.2,119.965,0.0,0.0,0.0
1376,../../output/MediumBottle/Medium_120_200_34,0.03,34.0,0.2,119.965,0.0025,0.0025,0.0
1377,../../output/MediumBottle/Medium_120_200_36,0.03,36.0,0.2,119.965,0.005,0.0025,0.0025
1378,../../output/MediumBottle/Medium_120_200_38,0.03,38.0,0.2,119.965,0.0025,0.0025,0.0
1379,../../output/MediumBottle/Medium_120_200_40,0.03,40.0,0.2,119.965,0.0,0.0,0.0
1380,../../output/MediumBottle/Medium_120_200_42,0.03,42.0,0.2,119.965,0.005,0.0,0.005
1381,../../output/MediumBottle/Medium_120_200_44,0.03,44.0,0.2,119.965,0.0,0.0,0.0
1382,../../output/MediumBottle/Medium_120_200_46,0.03,46.0,0.2,119.965,0.0025,0.0025,0.0
1383,../../output/MediumBottle/Medium_120_200_48,0.03,48.0,0.2,119.965,0.0025,0.0025,0.0
1384,../../output/MediumBottle/Medium_120_200_50,0.03,50.0,0.2,119.965,0.0,0.0,0.0
1385,../../output/MediumBottle/Medium_120_200_52,0.03,52.0,0.2,119.965,0.005,0.0025,0.0025
1386,../../output/MediumBottle/Medium_120_200_54,0.03,54.0,0.2,119.965,0.005,0.0025,0.0025
1387,../../output/MediumBottle/Medium_120_200_56,0.03,56.0,0.2,119.965,0.0025,0.0,0.0025
1388,../../output/MediumBottle/Medium_120_200_58,0.03,58.0,0.2,119.965,0.015,0.0,0.015
1389,../../output/MediumBottle/Medium_120_200_60,0.03,60.0,0.2,119.965,0.005,0.0,0.005
1390,../../output/MediumBottle/Medium_120_200_62,0.03,62.0,0.2,119.965,0.0175,0.0025,0.015
1391,../../output/MediumBottle/Medium_120_200_64,0.03,64.0,0.2,119.965,0.0225,0.0125,0.01
1392,../../output/MediumBottle/Medium_120_200_66,0.03,66.0,0.2,119.965,0.2525,0.235,0.0175
1393,../../output/MediumBottle/Medium_120_200_68,0.03,68.0,0.2,119.965,1.2525,1.2375,0.015
1394,../../output/MediumBottle/Medium_120_200_70,0.03,70.0,0.2,119.965,3.695,3.6675,0.0275
1395,../../output/MediumBottle/Medium_120_200_72,0.03,72.0,0.2,119.965,7.9025,7.8725,0.03
1396,../../output/MediumBottle/Medium_120_200_74,0.03,74.0,0.2,119.965,13.9225,13.8925,0.03
1397,../../output/MediumBottle/Medium_120_200_76,0.03,76.0,0.2,119.965,21.355,21.31,0.045
1398,../../output/MediumBottle/Medium_120_200_78,0.03,78.0,0.2,119.965,29.9275,29.875,0.0525
1399,../../output/MediumBottle/Medium_120_200_80,0.03,80.0,0.2,119.965,39.46,39.3475,0.1125
1400,../../output/MediumBottle/Medium_120_200_82,0.03,82.0,0.2,119.965,49.4025,48.8925,0.51
1401,../../output/MediumBottle/Medium_120_200_84,0.03,84.0,0.2,119.965,59.43,58.8975,0.5325
1402,../../output/MediumBottle/Medium_120_200_86,0.03,86.0,0.2,119.965,69.7375,66.3325,3.405
1403,../../output/MediumBottle/Medium_120_200_88,0.03,88.0,0.2,119.965,79.7275,73.1175,6.61
1404,../../output/MediumBottle/Medium_120_200_90,0.03,90.0,0.2,119.965,88.3875,80.315,8.0725
1405,../../output/MediumBottle/Medium_120_600_20,0.03,20.0,0.6,119.965,0.0025,0.0025,0.0
1406,../../output/MediumBottle/Medium_120_600_22,0.03,22.0,0.6,119.965,0.0025,0.0025,0.0
1407,../../output/MediumBottle/Medium_120_600_24,0.03,24.0,0.6,119.965,0.0,0.0,0.0
1408,../../output/MediumBottle/Medium_120_600_26,0.03,26.0,0.6,119.965,0.005,0.0025,0.0025
1409,../../output/MediumBottle/Medium_120_600_28,0.03,28.0,0.6,119.965,0.0,0.0,0.0
1410,../../output/MediumBottle/Medium_120_600_30,0.03,30.0,0.6,119.965,0.0,0.0,0.0
1411,../../output/MediumBottle/Medium_120_600_32,0.03,32.0,0.6,119.965,0.0025,0.0025,0.0
1412,../../output/MediumBottle/Medium_120_600_34,0.03,34.0,0.6,119.965,0.0025,0.0025,0.0
1413,../../output/MediumBottle/Medium_120_600_36,0.03,36.0,0.6,119.965,0.005,0.0025,0.0025
1414,../../output/MediumBottle/Medium_120_600_38,0.03,38.0,0.6,119.965,0.0,0.0,0.0
1415,../../output/MediumBottle/Medium_120_600_40,0.03,40.0,0.6,119.965,0.0025,0.0,0.0025
1416,../../output/MediumBottle/Medium_120_600_42,0.03,42.0,0.6,119.965,0.0025,0.0,0.0025
1417,../../output/MediumBottle/Medium_120_600_44,0.03,44.0,0.6,119.965,0.0025,0.0,0.0025
1418,../../output/MediumBottle/Medium_120_600_46,0.03,46.0,0.6,119.965,0.005,0.005,0.0
1419,../../output/MediumBottle/Medium_120_600_48,0.03,48.0,0.6,119.965,0.0075,0.0075,0.0
1420,../../output/MediumBottle/Medium_120_600_50,0.03,50.0,0.6,119.965,0.0025,0.0025,0.0
1421,../../output/MediumBottle/Medium_120_600_52,0.03,52.0,0.6,119.965,0.0,0.0,0.0
1422,../../output/MediumBottle/Medium_120_600_54,0.03,54.0,0.6,119.965,0.005,0.0,0.005
1423,../../output/MediumBottle/Medium_120_600_56,0.03,56.0,0.6,119.965,0.0025,0.0,0.0025
1424,../../output/MediumBottle/Medium_120_600_58,0.03,58.0,0.6,119.965,0.01,0.0025,0.0075
1425,../../output/MediumBottle/Medium_120_600_60,0.03,60.0,0.6,119.965,0.02,0.0075,0.0125
1426,../../output/MediumBottle/Medium_120_600_62,0.03,62.0,0.6,119.965,0.02,0.005,0.015
1427,../../output/MediumBottle/Medium_120_600_64,0.03,64.0,0.6,119.965,0.02,0.0075,0.0125
1428,../../output/MediumBottle/Medium_120_600_66,0.03,66.0,0.6,119.965,0.3,0.285,0.015
1429,../../output/MediumBottle/Medium_120_600_68,0.03,68.0,0.6,119.965,1.4775,1.4575,0.02
1430,../../output/MediumBottle/Medium_120_600_70,0.03,70.0,0.6,119.965,4.1075,4.0825,0.025
1431,../../output/MediumBottle/Medium_120_600_72,0.03,72.0,0.6,119.965,8.6475,8.625,0.0225
1432,../../output/MediumBottle/Medium_120_600_74,0.03,74.0,0.6,119.965,14.9625,14.92,0.0425
1433,../../output/MediumBottle/Medium_120_600_76,0.03,76.0,0.6,119.965,22.5075,22.4775,0.03
1434,../../output/MediumBottle/Medium_120_600_78,0.03,78.0,0.6,119.965,31.375,31.295,0.08
1435,../../output/MediumBottle/Medium_120_600_80,0.03,80.0,0.6,119.965,40.8725,40.7825,0.09
1436,../../output/MediumBottle/Medium_120_600_82,0.03,82.0,0.6,119.965,50.95,50.175,0.775
1437,../../output/MediumBottle/Medium_120_600_84,0.03,84.0,0.6,119.965,61.0325,60.6625,0.37
1438,../../output/MediumBottle/Medium_120_600_86,0.03,86.0,0.6,119.965,71.29,66.485,4.805
1439,../../output/MediumBottle/Medium_120_600_88,0.03,88.0,0.6,119.965,81.16,74.05,7.11
1440,../../output/MediumBottle/Medium_120_600_90,0.03,90.0,0.6,119.965,89.6775,82.0125,7.665
1441,../../output/MediumBottle/Medium_130_1000_20,0.03,20.0,1.0,129.963,0.0075,0.005,0.0025
1442,../../output/MediumBottle/Medium_130_1000_22,0.03,22.0,1.0,129.963,0.0025,0.0025,0.0
1443,../../output/MediumBottle/Medium_130_1000_24,0.03,24.0,1.0,129.963,0.0025,0.0025,0.0
1444,../../output/MediumBottle/Medium_130_1000_26,0.03,26.0,1.0,129.963,0.0025,0.0025,0.0
1445,../../output/MediumBottle/Medium_130_1000_28,0.03,28.0,1.0,129.963,0.0025,0.0025,0.0
1446,../../output/MediumBottle/Medium_130_1000_30,0.03,30.0,1.0,129.963,0.0025,0.0025,0.0
1447,../../output/MediumBottle/Medium_130_1000_32,0.03,32.0,1.0,129.963,0.0025,0.0025,0.0
1448,../../output/MediumBottle/Medium_130_1000_34,0.03,34.0,1.0,129.963,0.0025,0.0025,0.0
1449,../../output/MediumBottle/Medium_130_1000_36,0.03,36.0,1.0,129.963,0.0075,0.005,0.0025
1450,../../output/MediumBottle/Medium_130_1000_38,0.03,38.0,1.0,129.963,0.0025,0.0025,0.0
1451,../../output/MediumBottle/Medium_130_1000_40,0.03,40.0,1.0,129.963,0.005,0.0025,0.0025
1452,../../output/MediumBottle/Medium_130_1000_42,0.03,42.0,1.0,129.963,0.0025,0.0025,0.0
1453,../../output/MediumBottle/Medium_130_1000_44,0.03,44.0,1.0,129.963,0.0075,0.0075,0.0
1454,../../output/MediumBottle/Medium_130_1000_46,0.03,46.0,1.0,129.963,0.0075,0.005,0.0025
1455,../../output/MediumBottle/Medium_130_1000_48,0.03,48.0,1.0,129.963,0.005,0.005,0.0
1456,../../output/MediumBottle/Medium_130_1000_50,0.03,50.0,1.0,129.963,0.005,0.005,0.0
1457,../../output/MediumBottle/Medium_130_1000_52,0.03,52.0,1.0,129.963,0.005,0.0025,0.0025
1458,../../output/MediumBottle/Medium_130_1000_54,0.03,54.0,1.0,129.963,0.0075,0.0025,0.005
1459,../../output/MediumBottle/Medium_130_1000_56,0.03,56.0,1.0,129.963,0.0125,0.005,0.0075
1460,../../output/MediumBottle/Medium_130_1000_58,0.03,58.0,1.0,129.963,0.0125,0.005,0.0075
1461,../../output/MediumBottle/Medium_130_1000_60,0.03,60.0,1.0,129.963,0.025,0.015,0.01
1462,../../output/MediumBottle/Medium_130_1000_62,0.03,62.0,1.0,129.963,0.0275,0.015,0.0125
1463,../../output/MediumBottle/Medium_130_1000_64,0.03,64.0,1.0,129.963,0.19,0.1725,0.0175
1464,../../output/MediumBottle/Medium_130_1000_66,0.03,66.0,1.0,129.963,1.22,1.195,0.025
1465,../../output/MediumBottle/Medium_130_1000_68,0.03,68.0,1.0,129.963,3.7775,3.7525,0.025
1466,../../output/MediumBottle/Medium_130_1000_70,0.03,70.0,1.0,129.963,8.2175,8.19,0.0275
1467,../../output/MediumBottle/Medium_130_1000_72,0.03,72.0,1.0,129.963,14.4725,14.4425,0.03
1468,../../output/MediumBottle/Medium_130_1000_74,0.03,74.0,1.0,129.963,22.16,22.1275,0.0325
1469,../../output/MediumBottle/Medium_130_1000_76,0.03,76.0,1.0,129.963,30.8425,30.7875,0.055
1470,../../output/MediumBottle/Medium_130_1000_78,0.03,78.0,1.0,129.963,40.5575,40.3625,0.195
1471,../../output/MediumBottle/Medium_130_1000_80,0.03,80.0,1.0,129.963,50.77,50.13,0.64
1472,../../output/MediumBottle/Medium_130_1000_82,0.03,82.0,1.0,129.963,61.295,60.5375,0.7575
1473,../../output/MediumBottle/Medium_130_1000_84,0.03,84.0,1.0,129.963,71.755,68.645,3.11
1474,../../output/MediumBottle/Medium_130_1000_86,0.03,86.0,1.0,129.963,82.185,74.8625,7.3225
1475,../../output/MediumBottle/Medium_130_1000_88,0.03,88.0,1.0,129.963,92.145,84.355,7.79
1476,../../output/MediumBottle/Medium_130_1000_90,0.03,90.0,1.0,129.963,100.6,91.785,8.815
1477,../../output/MediumBottle/Medium_130_1399_20,0.03,20.0,1.4,129.963,0.0025,0.0025,0.0
1478,../../output/MediumBottle/Medium_130_1399_22,0.03,22.0,1.4,129.963,0.0025,0.0025,0.0
1479,../../output/MediumBottle/Medium_130_1399_24,0.03,24.0,1.4,129.963,0.0025,0.0025,0.0
